w1,w2,w3,d1,d2,d3,scenario_number
3.0,17.0,28.0,28,126,203,2034
3.0,17.0,29.0,28,126,210,2035
3.0,17.0,30.0,28,126,217,2036
3.0,17.0,31.0,28,126,224,2037
3.0,17.0,32.0,28,126,231,2038
3.0,17.0,33.0,28,126,238,2039
3.0,17.0,34.0,28,126,245,2040
3.0,17.0,35.0,28,126,252,2041
3.0,17.0,36.0,28,126,259,2042
3.0,17.0,37.0,28,126,266,2043
3.0,17.0,38.0,28,126,273,2044
3.0,17.0,39.0,28,126,280,2045
3.0,17.0,40.0,28,126,287,2046
3.0,17.0,41.0,28,126,294,2047
3.0,17.0,42.0,28,126,301,2048
3.0,17.0,43.0,28,126,308,2049
3.0,17.0,44.0,28,126,315,2050
3.0,17.0,45.0,28,126,322,2051
3.0,17.0,46.0,28,126,329,2052
3.0,17.0,47.0,28,126,336,2053
3.0,17.0,48.0,28,126,343,2054
3.0,18.0,24.0,28,133,175,2055
3.0,18.0,25.0,28,133,182,2056
3.0,18.0,26.0,28,133,189,2057
3.0,18.0,27.0,28,133,196,2058
3.0,18.0,28.0,28,133,203,2059
3.0,18.0,29.0,28,133,210,2060
3.0,18.0,30.0,28,133,217,2061
3.0,18.0,31.0,28,133,224,2062
3.0,18.0,32.0,28,133,231,2063
3.0,18.0,33.0,28,133,238,2064
3.0,18.0,34.0,28,133,245,2065
3.0,18.0,35.0,28,133,252,2066
3.0,18.0,36.0,28,133,259,2067
3.0,18.0,37.0,28,133,266,2068
3.0,18.0,38.0,28,133,273,2069
3.0,18.0,39.0,28,133,280,2070
3.0,18.0,40.0,28,133,287,2071
3.0,18.0,41.0,28,133,294,2072
3.0,18.0,42.0,28,133,301,2073
3.0,18.0,43.0,28,133,308,2074
3.0,18.0,44.0,28,133,315,2075
3.0,18.0,45.0,28,133,322,2076
3.0,18.0,46.0,28,133,329,2077
3.0,18.0,47.0,28,133,336,2078
3.0,18.0,48.0,28,133,343,2079
3.0,19.0,25.0,28,140,182,2080
3.0,19.0,26.0,28,140,189,2081
3.0,19.0,27.0,28,140,196,2082
3.0,19.0,28.0,28,140,203,2083
3.0,19.0,29.0,28,140,210,2084
3.0,19.0,30.0,28,140,217,2085
3.0,19.0,31.0,28,140,224,2086
3.0,19.0,32.0,28,140,231,2087
3.0,19.0,33.0,28,140,238,2088
3.0,19.0,34.0,28,140,245,2089
3.0,19.0,35.0,28,140,252,2090
3.0,19.0,36.0,28,140,259,2091
3.0,19.0,37.0,28,140,266,2092
3.0,19.0,38.0,28,140,273,2093
3.0,19.0,39.0,28,140,280,2094
3.0,19.0,40.0,28,140,287,2095
3.0,19.0,41.0,28,140,294,2096
3.0,19.0,42.0,28,140,301,2097
3.0,19.0,43.0,28,140,308,2098
3.0,19.0,44.0,28,140,315,2099
3.0,19.0,45.0,28,140,322,2100
3.0,19.0,46.0,28,140,329,2101
3.0,19.0,47.0,28,140,336,2102
3.0,19.0,48.0,28,140,343,2103
3.0,20.0,26.0,28,147,189,2104
3.0,20.0,27.0,28,147,196,2105
3.0,20.0,28.0,28,147,203,2106
3.0,20.0,29.0,28,147,210,2107
3.0,20.0,30.0,28,147,217,2108
3.0,20.0,31.0,28,147,224,2109
3.0,20.0,32.0,28,147,231,2110
3.0,20.0,33.0,28,147,238,2111
3.0,20.0,34.0,28,147,245,2112
3.0,20.0,35.0,28,147,252,2113
3.0,20.0,36.0,28,147,259,2114
3.0,20.0,37.0,28,147,266,2115
3.0,20.0,38.0,28,147,273,2116
3.0,20.0,39.0,28,147,280,2117
3.0,20.0,40.0,28,147,287,2118
3.0,20.0,41.0,28,147,294,2119
3.0,20.0,42.0,28,147,301,2120
3.0,20.0,43.0,28,147,308,2121
3.0,20.0,44.0,28,147,315,2122
3.0,20.0,45.0,28,147,322,2123
3.0,20.0,46.0,28,147,329,2124
3.0,20.0,47.0,28,147,336,2125
3.0,20.0,48.0,28,147,343,2126
3.0,21.0,27.0,28,154,196,2127
3.0,21.0,28.0,28,154,203,2128
3.0,21.0,29.0,28,154,210,2129
3.0,21.0,30.0,28,154,217,2130
3.0,21.0,31.0,28,154,224,2131
3.0,21.0,32.0,28,154,231,2132
3.0,21.0,33.0,28,154,238,2133
3.0,21.0,34.0,28,154,245,2134
3.0,21.0,35.0,28,154,252,2135
3.0,21.0,36.0,28,154,259,2136
3.0,21.0,37.0,28,154,266,2137
3.0,21.0,38.0,28,154,273,2138
3.0,21.0,39.0,28,154,280,2139
3.0,21.0,40.0,28,154,287,2140
3.0,21.0,41.0,28,154,294,2141
3.0,21.0,42.0,28,154,301,2142
3.0,21.0,43.0,28,154,308,2143
3.0,21.0,44.0,28,154,315,2144
3.0,21.0,45.0,28,154,322,2145
3.0,21.0,46.0,28,154,329,2146
3.0,21.0,47.0,28,154,336,2147
3.0,21.0,48.0,28,154,343,2148
3.0,22.0,28.0,28,161,203,2149
3.0,22.0,29.0,28,161,210,2150
3.0,22.0,30.0,28,161,217,2151
3.0,22.0,31.0,28,161,224,2152
3.0,22.0,32.0,28,161,231,2153
3.0,22.0,33.0,28,161,238,2154
3.0,22.0,34.0,28,161,245,2155
3.0,22.0,35.0,28,161,252,2156
3.0,22.0,36.0,28,161,259,2157
3.0,22.0,37.0,28,161,266,2158
3.0,22.0,38.0,28,161,273,2159
3.0,22.0,39.0,28,161,280,2160
3.0,22.0,40.0,28,161,287,2161
3.0,22.0,41.0,28,161,294,2162
3.0,22.0,42.0,28,161,301,2163
3.0,22.0,43.0,28,161,308,2164
3.0,22.0,44.0,28,161,315,2165
3.0,22.0,45.0,28,161,322,2166
3.0,22.0,46.0,28,161,329,2167
3.0,22.0,47.0,28,161,336,2168
3.0,22.0,48.0,28,161,343,2169
3.0,23.0,29.0,28,168,210,2170
3.0,23.0,30.0,28,168,217,2171
3.0,23.0,31.0,28,168,224,2172
3.0,23.0,32.0,28,168,231,2173
3.0,23.0,33.0,28,168,238,2174
3.0,23.0,34.0,28,168,245,2175
3.0,23.0,35.0,28,168,252,2176
3.0,23.0,36.0,28,168,259,2177
3.0,23.0,37.0,28,168,266,2178
3.0,23.0,38.0,28,168,273,2179
3.0,23.0,39.0,28,168,280,2180
3.0,23.0,40.0,28,168,287,2181
3.0,23.0,41.0,28,168,294,2182
3.0,23.0,42.0,28,168,301,2183
3.0,23.0,43.0,28,168,308,2184
3.0,23.0,44.0,28,168,315,2185
3.0,23.0,45.0,28,168,322,2186
3.0,23.0,46.0,28,168,329,2187
3.0,23.0,47.0,28,168,336,2188
3.0,23.0,48.0,28,168,343,2189
3.0,24.0,30.0,28,175,217,2190
3.0,24.0,31.0,28,175,224,2191
3.0,24.0,32.0,28,175,231,2192
3.0,24.0,33.0,28,175,238,2193
3.0,24.0,34.0,28,175,245,2194
3.0,24.0,35.0,28,175,252,2195
3.0,24.0,36.0,28,175,259,2196
3.0,24.0,37.0,28,175,266,2197
3.0,24.0,38.0,28,175,273,2198
3.0,24.0,39.0,28,175,280,2199
3.0,24.0,40.0,28,175,287,2200
3.0,24.0,41.0,28,175,294,2201
3.0,24.0,42.0,28,175,301,2202
3.0,24.0,43.0,28,175,308,2203
3.0,24.0,44.0,28,175,315,2204
3.0,24.0,45.0,28,175,322,2205
3.0,24.0,46.0,28,175,329,2206
3.0,24.0,47.0,28,175,336,2207
3.0,24.0,48.0,28,175,343,2208
3.0,25.0,31.0,28,182,224,2209
3.0,25.0,32.0,28,182,231,2210
3.0,25.0,33.0,28,182,238,2211
3.0,25.0,34.0,28,182,245,2212
3.0,25.0,35.0,28,182,252,2213
3.0,25.0,36.0,28,182,259,2214
3.0,25.0,37.0,28,182,266,2215
3.0,25.0,38.0,28,182,273,2216
3.0,25.0,39.0,28,182,280,2217
3.0,25.0,40.0,28,182,287,2218
3.0,25.0,41.0,28,182,294,2219
3.0,25.0,42.0,28,182,301,2220
3.0,25.0,43.0,28,182,308,2221
3.0,25.0,44.0,28,182,315,2222
3.0,25.0,45.0,28,182,322,2223
3.0,25.0,46.0,28,182,329,2224
3.0,25.0,47.0,28,182,336,2225
3.0,25.0,48.0,28,182,343,2226
3.0,26.0,32.0,28,189,231,2227
3.0,26.0,33.0,28,189,238,2228
3.0,26.0,34.0,28,189,245,2229
3.0,26.0,35.0,28,189,252,2230
3.0,26.0,36.0,28,189,259,2231
3.0,26.0,37.0,28,189,266,2232
3.0,26.0,38.0,28,189,273,2233
3.0,26.0,39.0,28,189,280,2234
3.0,26.0,40.0,28,189,287,2235
3.0,26.0,41.0,28,189,294,2236
3.0,26.0,42.0,28,189,301,2237
3.0,26.0,43.0,28,189,308,2238
3.0,26.0,44.0,28,189,315,2239
3.0,26.0,45.0,28,189,322,2240
3.0,26.0,46.0,28,189,329,2241
3.0,26.0,47.0,28,189,336,2242
3.0,26.0,48.0,28,189,343,2243
3.0,27.0,33.0,28,196,238,2244
3.0,27.0,34.0,28,196,245,2245
3.0,27.0,35.0,28,196,252,2246
3.0,27.0,36.0,28,196,259,2247
3.0,27.0,37.0,28,196,266,2248
3.0,27.0,38.0,28,196,273,2249
3.0,27.0,39.0,28,196,280,2250
3.0,27.0,40.0,28,196,287,2251
3.0,27.0,41.0,28,196,294,2252
3.0,27.0,42.0,28,196,301,2253
3.0,27.0,43.0,28,196,308,2254
3.0,27.0,44.0,28,196,315,2255
3.0,27.0,45.0,28,196,322,2256
3.0,27.0,46.0,28,196,329,2257
3.0,27.0,47.0,28,196,336,2258
3.0,27.0,48.0,28,196,343,2259
3.0,28.0,34.0,28,203,245,2260
3.0,28.0,35.0,28,203,252,2261
3.0,28.0,36.0,28,203,259,2262
3.0,28.0,37.0,28,203,266,2263
3.0,28.0,38.0,28,203,273,2264
3.0,28.0,39.0,28,203,280,2265
3.0,28.0,40.0,28,203,287,2266
3.0,28.0,41.0,28,203,294,2267
3.0,28.0,42.0,28,203,301,2268
3.0,28.0,43.0,28,203,308,2269
3.0,28.0,44.0,28,203,315,2270
3.0,28.0,45.0,28,203,322,2271
3.0,28.0,46.0,28,203,329,2272
3.0,28.0,47.0,28,203,336,2273
3.0,28.0,48.0,28,203,343,2274
3.0,29.0,35.0,28,210,252,2275
3.0,29.0,36.0,28,210,259,2276
3.0,29.0,37.0,28,210,266,2277
3.0,29.0,38.0,28,210,273,2278
3.0,29.0,39.0,28,210,280,2279
3.0,29.0,40.0,28,210,287,2280
3.0,29.0,41.0,28,210,294,2281
3.0,29.0,42.0,28,210,301,2282
3.0,29.0,43.0,28,210,308,2283
3.0,29.0,44.0,28,210,315,2284
3.0,29.0,45.0,28,210,322,2285
3.0,29.0,46.0,28,210,329,2286
3.0,29.0,47.0,28,210,336,2287
3.0,29.0,48.0,28,210,343,2288
3.0,30.0,36.0,28,217,259,2289
3.0,30.0,37.0,28,217,266,2290
3.0,30.0,38.0,28,217,273,2291
3.0,30.0,39.0,28,217,280,2292
3.0,30.0,40.0,28,217,287,2293
3.0,30.0,41.0,28,217,294,2294
3.0,30.0,42.0,28,217,301,2295
3.0,30.0,43.0,28,217,308,2296
3.0,30.0,44.0,28,217,315,2297
3.0,30.0,45.0,28,217,322,2298
3.0,30.0,46.0,28,217,329,2299
3.0,30.0,47.0,28,217,336,2300
3.0,30.0,48.0,28,217,343,2301
3.0,31.0,37.0,28,224,266,2302
3.0,31.0,38.0,28,224,273,2303
3.0,31.0,39.0,28,224,280,2304
3.0,31.0,40.0,28,224,287,2305
3.0,31.0,41.0,28,224,294,2306
3.0,31.0,42.0,28,224,301,2307
3.0,31.0,43.0,28,224,308,2308
3.0,31.0,44.0,28,224,315,2309
3.0,31.0,45.0,28,224,322,2310
3.0,31.0,46.0,28,224,329,2311
3.0,31.0,47.0,28,224,336,2312
3.0,31.0,48.0,28,224,343,2313
3.0,32.0,38.0,28,231,273,2314
3.0,32.0,39.0,28,231,280,2315
3.0,32.0,40.0,28,231,287,2316
3.0,32.0,41.0,28,231,294,2317
3.0,32.0,42.0,28,231,301,2318
3.0,32.0,43.0,28,231,308,2319
3.0,32.0,44.0,28,231,315,2320
3.0,32.0,45.0,28,231,322,2321
3.0,32.0,46.0,28,231,329,2322
3.0,32.0,47.0,28,231,336,2323
3.0,32.0,48.0,28,231,343,2324
3.0,33.0,39.0,28,238,280,2325
3.0,33.0,40.0,28,238,287,2326
3.0,33.0,41.0,28,238,294,2327
3.0,33.0,42.0,28,238,301,2328
3.0,33.0,43.0,28,238,308,2329
3.0,33.0,44.0,28,238,315,2330
3.0,33.0,45.0,28,238,322,2331
3.0,33.0,46.0,28,238,329,2332
3.0,33.0,47.0,28,238,336,2333
3.0,33.0,48.0,28,238,343,2334
3.0,34.0,40.0,28,245,287,2335
3.0,34.0,41.0,28,245,294,2336
3.0,34.0,42.0,28,245,301,2337
3.0,34.0,43.0,28,245,308,2338
3.0,34.0,44.0,28,245,315,2339
3.0,34.0,45.0,28,245,322,2340
3.0,34.0,46.0,28,245,329,2341
3.0,34.0,47.0,28,245,336,2342
3.0,34.0,48.0,28,245,343,2343
3.0,35.0,41.0,28,252,294,2344
3.0,35.0,42.0,28,252,301,2345
3.0,35.0,43.0,28,252,308,2346
3.0,35.0,44.0,28,252,315,2347
3.0,35.0,45.0,28,252,322,2348
3.0,35.0,46.0,28,252,329,2349
3.0,35.0,47.0,28,252,336,2350
3.0,35.0,48.0,28,252,343,2351
3.0,36.0,42.0,28,259,301,2352
3.0,36.0,43.0,28,259,308,2353
3.0,36.0,44.0,28,259,315,2354
3.0,36.0,45.0,28,259,322,2355
3.0,36.0,46.0,28,259,329,2356
3.0,36.0,47.0,28,259,336,2357
3.0,36.0,48.0,28,259,343,2358
3.0,37.0,43.0,28,266,308,2359
3.0,37.0,44.0,28,266,315,2360
3.0,37.0,45.0,28,266,322,2361
3.0,37.0,46.0,28,266,329,2362
3.0,37.0,47.0,28,266,336,2363
3.0,37.0,48.0,28,266,343,2364
3.0,38.0,44.0,28,273,315,2365
3.0,38.0,45.0,28,273,322,2366
3.0,38.0,46.0,28,273,329,2367
3.0,38.0,47.0,28,273,336,2368
3.0,38.0,48.0,28,273,343,2369
3.0,39.0,45.0,28,280,322,2370
3.0,39.0,46.0,28,280,329,2371
3.0,39.0,47.0,28,280,336,2372
3.0,39.0,48.0,28,280,343,2373
3.0,40.0,46.0,28,287,329,2374
3.0,40.0,47.0,28,287,336,2375
3.0,40.0,48.0,28,287,343,2376
3.0,41.0,47.0,28,294,336,2377
3.0,41.0,48.0,28,294,343,2378
3.0,42.0,48.0,28,301,343,2379
4.0,10.0,16.0,35,77,119,2380
4.0,10.0,17.0,35,77,126,2381
4.0,10.0,18.0,35,77,133,2382
4.0,10.0,19.0,35,77,140,2383
4.0,10.0,20.0,35,77,147,2384
4.0,10.0,21.0,35,77,154,2385
4.0,10.0,22.0,35,77,161,2386
4.0,10.0,23.0,35,77,168,2387
4.0,10.0,24.0,35,77,175,2388
4.0,10.0,25.0,35,77,182,2389
4.0,10.0,26.0,35,77,189,2390
4.0,10.0,27.0,35,77,196,2391
4.0,10.0,28.0,35,77,203,2392
4.0,10.0,29.0,35,77,210,2393
4.0,10.0,30.0,35,77,217,2394
4.0,10.0,31.0,35,77,224,2395
4.0,10.0,32.0,35,77,231,2396
4.0,10.0,33.0,35,77,238,2397
4.0,10.0,34.0,35,77,245,2398
4.0,10.0,35.0,35,77,252,2399
4.0,10.0,36.0,35,77,259,2400
4.0,10.0,37.0,35,77,266,2401
4.0,10.0,38.0,35,77,273,2402
4.0,10.0,39.0,35,77,280,2403
4.0,10.0,40.0,35,77,287,2404
4.0,10.0,41.0,35,77,294,2405
4.0,10.0,42.0,35,77,301,2406
4.0,10.0,43.0,35,77,308,2407
4.0,10.0,44.0,35,77,315,2408
4.0,10.0,45.0,35,77,322,2409
4.0,10.0,46.0,35,77,329,2410
4.0,10.0,47.0,35,77,336,2411
4.0,10.0,48.0,35,77,343,2412
4.0,10.0,49.0,35,77,350,2413
4.0,11.0,17.0,35,84,126,2414
4.0,11.0,18.0,35,84,133,2415
4.0,11.0,19.0,35,84,140,2416
4.0,11.0,20.0,35,84,147,2417
4.0,11.0,21.0,35,84,154,2418
4.0,11.0,22.0,35,84,161,2419
4.0,11.0,23.0,35,84,168,2420
4.0,11.0,24.0,35,84,175,2421
4.0,11.0,25.0,35,84,182,2422
4.0,11.0,26.0,35,84,189,2423
4.0,11.0,27.0,35,84,196,2424
4.0,11.0,28.0,35,84,203,2425
4.0,11.0,29.0,35,84,210,2426
4.0,11.0,30.0,35,84,217,2427
4.0,11.0,31.0,35,84,224,2428
4.0,11.0,32.0,35,84,231,2429
4.0,11.0,33.0,35,84,238,2430
4.0,11.0,34.0,35,84,245,2431
4.0,11.0,35.0,35,84,252,2432
4.0,11.0,36.0,35,84,259,2433
4.0,11.0,37.0,35,84,266,2434
4.0,11.0,38.0,35,84,273,2435
4.0,11.0,39.0,35,84,280,2436
4.0,11.0,40.0,35,84,287,2437
4.0,11.0,41.0,35,84,294,2438
4.0,11.0,42.0,35,84,301,2439
4.0,11.0,43.0,35,84,308,2440
4.0,11.0,44.0,35,84,315,2441
4.0,11.0,45.0,35,84,322,2442
4.0,11.0,46.0,35,84,329,2443
4.0,11.0,47.0,35,84,336,2444
4.0,11.0,48.0,35,84,343,2445
4.0,11.0,49.0,35,84,350,2446
4.0,12.0,18.0,35,91,133,2447
4.0,12.0,19.0,35,91,140,2448
4.0,12.0,20.0,35,91,147,2449
4.0,12.0,21.0,35,91,154,2450
4.0,12.0,22.0,35,91,161,2451
4.0,12.0,23.0,35,91,168,2452
4.0,12.0,24.0,35,91,175,2453
4.0,12.0,25.0,35,91,182,2454
4.0,12.0,26.0,35,91,189,2455
4.0,12.0,27.0,35,91,196,2456
4.0,12.0,28.0,35,91,203,2457
4.0,12.0,29.0,35,91,210,2458
4.0,12.0,30.0,35,91,217,2459
4.0,12.0,31.0,35,91,224,2460
4.0,12.0,32.0,35,91,231,2461
4.0,12.0,33.0,35,91,238,2462
4.0,12.0,34.0,35,91,245,2463
4.0,12.0,35.0,35,91,252,2464
4.0,12.0,36.0,35,91,259,2465
4.0,12.0,37.0,35,91,266,2466
4.0,12.0,38.0,35,91,273,2467
4.0,12.0,39.0,35,91,280,2468
4.0,12.0,40.0,35,91,287,2469
4.0,12.0,41.0,35,91,294,2470
4.0,12.0,42.0,35,91,301,2471
4.0,12.0,43.0,35,91,308,2472
4.0,12.0,44.0,35,91,315,2473
4.0,12.0,45.0,35,91,322,2474
4.0,12.0,46.0,35,91,329,2475
4.0,12.0,47.0,35,91,336,2476
4.0,12.0,48.0,35,91,343,2477
4.0,12.0,49.0,35,91,350,2478
4.0,13.0,19.0,35,98,140,2479
4.0,13.0,20.0,35,98,147,2480
4.0,13.0,21.0,35,98,154,2481
4.0,13.0,22.0,35,98,161,2482
4.0,13.0,23.0,35,98,168,2483
4.0,13.0,24.0,35,98,175,2484
4.0,13.0,25.0,35,98,182,2485
4.0,13.0,26.0,35,98,189,2486
4.0,13.0,27.0,35,98,196,2487
4.0,13.0,28.0,35,98,203,2488
4.0,13.0,29.0,35,98,210,2489
4.0,13.0,30.0,35,98,217,2490
4.0,13.0,31.0,35,98,224,2491
4.0,13.0,32.0,35,98,231,2492
4.0,13.0,33.0,35,98,238,2493
4.0,13.0,34.0,35,98,245,2494
4.0,13.0,35.0,35,98,252,2495
4.0,13.0,36.0,35,98,259,2496
4.0,13.0,37.0,35,98,266,2497
4.0,13.0,38.0,35,98,273,2498
4.0,13.0,39.0,35,98,280,2499
4.0,13.0,40.0,35,98,287,2500
4.0,13.0,41.0,35,98,294,2501
4.0,13.0,42.0,35,98,301,2502
4.0,13.0,43.0,35,98,308,2503
4.0,13.0,44.0,35,98,315,2504
4.0,13.0,45.0,35,98,322,2505
4.0,13.0,46.0,35,98,329,2506
4.0,13.0,47.0,35,98,336,2507
4.0,13.0,48.0,35,98,343,2508
4.0,13.0,49.0,35,98,350,2509
4.0,14.0,20.0,35,105,147,2510
4.0,14.0,21.0,35,105,154,2511
4.0,14.0,22.0,35,105,161,2512
4.0,14.0,23.0,35,105,168,2513
4.0,14.0,24.0,35,105,175,2514
4.0,14.0,25.0,35,105,182,2515
4.0,14.0,26.0,35,105,189,2516
4.0,14.0,27.0,35,105,196,2517
4.0,14.0,28.0,35,105,203,2518
4.0,14.0,29.0,35,105,210,2519
4.0,14.0,30.0,35,105,217,2520
4.0,14.0,31.0,35,105,224,2521
4.0,14.0,32.0,35,105,231,2522
4.0,14.0,33.0,35,105,238,2523
4.0,14.0,34.0,35,105,245,2524
4.0,14.0,35.0,35,105,252,2525
4.0,14.0,36.0,35,105,259,2526
4.0,14.0,37.0,35,105,266,2527
4.0,14.0,38.0,35,105,273,2528
4.0,14.0,39.0,35,105,280,2529
4.0,14.0,40.0,35,105,287,2530
4.0,14.0,41.0,35,105,294,2531
4.0,14.0,42.0,35,105,301,2532
4.0,14.0,43.0,35,105,308,2533
4.0,14.0,44.0,35,105,315,2534
4.0,14.0,45.0,35,105,322,2535
4.0,14.0,46.0,35,105,329,2536
4.0,14.0,47.0,35,105,336,2537
4.0,14.0,48.0,35,105,343,2538
4.0,14.0,49.0,35,105,350,2539
4.0,15.0,21.0,35,112,154,2540
4.0,15.0,22.0,35,112,161,2541
4.0,15.0,23.0,35,112,168,2542
4.0,15.0,24.0,35,112,175,2543
4.0,15.0,25.0,35,112,182,2544
4.0,15.0,26.0,35,112,189,2545
4.0,15.0,27.0,35,112,196,2546
4.0,15.0,28.0,35,112,203,2547
4.0,15.0,29.0,35,112,210,2548
4.0,15.0,30.0,35,112,217,2549
4.0,15.0,31.0,35,112,224,2550
4.0,15.0,32.0,35,112,231,2551
4.0,15.0,33.0,35,112,238,2552
4.0,15.0,34.0,35,112,245,2553
4.0,15.0,35.0,35,112,252,2554
4.0,15.0,36.0,35,112,259,2555
4.0,15.0,37.0,35,112,266,2556
4.0,15.0,38.0,35,112,273,2557
4.0,15.0,39.0,35,112,280,2558
4.0,15.0,40.0,35,112,287,2559
4.0,15.0,41.0,35,112,294,2560
4.0,15.0,42.0,35,112,301,2561
4.0,15.0,43.0,35,112,308,2562
4.0,15.0,44.0,35,112,315,2563
4.0,15.0,45.0,35,112,322,2564
4.0,15.0,46.0,35,112,329,2565
4.0,15.0,47.0,35,112,336,2566
4.0,15.0,48.0,35,112,343,2567
4.0,15.0,49.0,35,112,350,2568
4.0,16.0,22.0,35,119,161,2569
4.0,16.0,23.0,35,119,168,2570
4.0,16.0,24.0,35,119,175,2571
4.0,16.0,25.0,35,119,182,2572
4.0,16.0,26.0,35,119,189,2573
4.0,16.0,27.0,35,119,196,2574
4.0,16.0,28.0,35,119,203,2575
4.0,16.0,29.0,35,119,210,2576
4.0,16.0,30.0,35,119,217,2577
4.0,16.0,31.0,35,119,224,2578
4.0,16.0,32.0,35,119,231,2579
4.0,16.0,33.0,35,119,238,2580
4.0,16.0,34.0,35,119,245,2581
4.0,16.0,35.0,35,119,252,2582
4.0,16.0,36.0,35,119,259,2583
4.0,16.0,37.0,35,119,266,2584
4.0,16.0,38.0,35,119,273,2585
4.0,16.0,39.0,35,119,280,2586
4.0,16.0,40.0,35,119,287,2587
4.0,16.0,41.0,35,119,294,2588
4.0,16.0,42.0,35,119,301,2589
4.0,16.0,43.0,35,119,308,2590
4.0,16.0,44.0,35,119,315,2591
4.0,16.0,45.0,35,119,322,2592
4.0,16.0,46.0,35,119,329,2593
4.0,16.0,47.0,35,119,336,2594
4.0,16.0,48.0,35,119,343,2595
4.0,16.0,49.0,35,119,350,2596
4.0,17.0,23.0,35,126,168,2597
4.0,17.0,24.0,35,126,175,2598
4.0,17.0,25.0,35,126,182,2599
4.0,17.0,26.0,35,126,189,2600
4.0,17.0,27.0,35,126,196,2601
4.0,17.0,28.0,35,126,203,2602
4.0,17.0,29.0,35,126,210,2603
4.0,17.0,30.0,35,126,217,2604
4.0,17.0,31.0,35,126,224,2605
4.0,17.0,32.0,35,126,231,2606
4.0,17.0,33.0,35,126,238,2607
4.0,17.0,34.0,35,126,245,2608
4.0,17.0,35.0,35,126,252,2609
4.0,17.0,36.0,35,126,259,2610
4.0,17.0,37.0,35,126,266,2611
4.0,17.0,38.0,35,126,273,2612
4.0,17.0,39.0,35,126,280,2613
4.0,17.0,40.0,35,126,287,2614
4.0,17.0,41.0,35,126,294,2615
4.0,17.0,42.0,35,126,301,2616
4.0,17.0,43.0,35,126,308,2617
4.0,17.0,44.0,35,126,315,2618
4.0,17.0,45.0,35,126,322,2619
4.0,17.0,46.0,35,126,329,2620
4.0,17.0,47.0,35,126,336,2621
4.0,17.0,48.0,35,126,343,2622
4.0,17.0,49.0,35,126,350,2623
4.0,18.0,24.0,35,133,175,2624
4.0,18.0,25.0,35,133,182,2625
4.0,18.0,26.0,35,133,189,2626
4.0,18.0,27.0,35,133,196,2627
4.0,18.0,28.0,35,133,203,2628
4.0,18.0,29.0,35,133,210,2629
4.0,18.0,30.0,35,133,217,2630
4.0,18.0,31.0,35,133,224,2631
4.0,18.0,32.0,35,133,231,2632
4.0,18.0,33.0,35,133,238,2633
4.0,18.0,34.0,35,133,245,2634
4.0,18.0,35.0,35,133,252,2635
4.0,18.0,36.0,35,133,259,2636
4.0,18.0,37.0,35,133,266,2637
4.0,18.0,38.0,35,133,273,2638
4.0,18.0,39.0,35,133,280,2639
4.0,18.0,40.0,35,133,287,2640
4.0,18.0,41.0,35,133,294,2641
4.0,18.0,42.0,35,133,301,2642
4.0,18.0,43.0,35,133,308,2643
4.0,18.0,44.0,35,133,315,2644
4.0,18.0,45.0,35,133,322,2645
4.0,18.0,46.0,35,133,329,2646
4.0,18.0,47.0,35,133,336,2647
4.0,18.0,48.0,35,133,343,2648
4.0,18.0,49.0,35,133,350,2649
4.0,19.0,25.0,35,140,182,2650
4.0,19.0,26.0,35,140,189,2651
4.0,19.0,27.0,35,140,196,2652
4.0,19.0,28.0,35,140,203,2653
4.0,19.0,29.0,35,140,210,2654
4.0,19.0,30.0,35,140,217,2655
4.0,19.0,31.0,35,140,224,2656
4.0,19.0,32.0,35,140,231,2657
4.0,19.0,33.0,35,140,238,2658
4.0,19.0,34.0,35,140,245,2659
4.0,19.0,35.0,35,140,252,2660
4.0,19.0,36.0,35,140,259,2661
4.0,19.0,37.0,35,140,266,2662
4.0,19.0,38.0,35,140,273,2663
4.0,19.0,39.0,35,140,280,2664
4.0,19.0,40.0,35,140,287,2665
4.0,19.0,41.0,35,140,294,2666
4.0,19.0,42.0,35,140,301,2667
4.0,19.0,43.0,35,140,308,2668
4.0,19.0,44.0,35,140,315,2669
4.0,19.0,45.0,35,140,322,2670
4.0,19.0,46.0,35,140,329,2671
4.0,19.0,47.0,35,140,336,2672
4.0,19.0,48.0,35,140,343,2673
4.0,19.0,49.0,35,140,350,2674
4.0,20.0,26.0,35,147,189,2675
4.0,20.0,27.0,35,147,196,2676
4.0,20.0,28.0,35,147,203,2677
4.0,20.0,29.0,35,147,210,2678
4.0,20.0,30.0,35,147,217,2679
4.0,20.0,31.0,35,147,224,2680
4.0,20.0,32.0,35,147,231,2681
4.0,20.0,33.0,35,147,238,2682
4.0,20.0,34.0,35,147,245,2683
4.0,20.0,35.0,35,147,252,2684
4.0,20.0,36.0,35,147,259,2685
4.0,20.0,37.0,35,147,266,2686
4.0,20.0,38.0,35,147,273,2687
4.0,20.0,39.0,35,147,280,2688
4.0,20.0,40.0,35,147,287,2689
4.0,20.0,41.0,35,147,294,2690
4.0,20.0,42.0,35,147,301,2691
4.0,20.0,43.0,35,147,308,2692
4.0,20.0,44.0,35,147,315,2693
4.0,20.0,45.0,35,147,322,2694
4.0,20.0,46.0,35,147,329,2695
4.0,20.0,47.0,35,147,336,2696
4.0,20.0,48.0,35,147,343,2697
4.0,20.0,49.0,35,147,350,2698
