iptsc_rdts_used,iptsc_drugs_used,cases_treated,severe_cases_treated,received_smc,received_ivermectin,received_primaquine,pfpr0_5,pfpr2_10,pfpr6_15,pfpr16_500,pfpr_all,clinical_incidence0_5,clinical_incidence2_10,clinical_incidence6_15,clinical_incidence16_500,clinical_incidence_all,severe_incidence0_5,severe_incidence2_10,severe_incidence6_15,severe_incidence16_500,severe_incidence_all,pop0_5,pop2_10,pop6_15,pop16_500,pop_all,avg_age,avg_age_clinical_cases,avg_age_severe_cases,sim_id,archetype,baseline_eir,Run_Number,scenario_number
0,5273,2174,0,6679,0,0,0.04688798917315271,0.08471657283827892,0.13318009674819806,0.13014860061936004,0.11488964223220148,0.5032954454000732,0.7290870924237902,1.011150081270771,0.5389970060722654,0.647841024836341,0.0,0.0007789391917467031,0.0008121687355175605,0.0,0.0001990294995001823,965.6356164384001,1283.7972602742,1231.2712328767,2827.473972602715,5024.3808219178145,27.803718743507417,30.450172631366595,8.0,f476c8d9-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,0,1
0,5423,2048,0,6723,0,0,0.043079907610733874,0.08752277220047161,0.13985493058226384,0.13636130321892803,0.11927505652340951,0.4910881909135273,0.7608391323960729,1.062128230478456,0.5496822915807945,0.662948206127732,0.0,0.0,0.0,0.0,0.0,963.1671232876,1272.2794520549,1217.3671232878,2828.906849315076,5009.441095890475,27.78031125885006,27.838704185430185,,f576c8d9-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,1,1
0,5462,1707,0,6926,0,0,0.04328951391011911,0.08253208399314098,0.12359757054170362,0.11773636152320012,0.10461956890390858,0.4717072874618205,0.6893465777337023,0.9391066527362754,0.48547392797477257,0.592622818184437,0.001014424248307974,0.0,0.0016360743505330613,0.0,0.0005942073752519943,985.7808219178,1275.1205479451999,1222.4383561642999,2840.52328767127,5048.742465753369,27.755832864389376,32.90027084111481,10.91597144848852,f676c8d9-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,2,1
0,5292,2016,0,6952,0,0,0.040478925390883845,0.08335206341255855,0.13068913121200665,0.12396829931417873,0.10886902218677297,0.4597089151997206,0.7180256194080893,0.9501809937168517,0.5022125558073908,0.6022583691661383,0.0,0.0007813118487528279,0.0008156059778309334,0.0007093397723979723,0.0005929685249096969,1013.6849315067,1279.8986301369,1226.0821917807998,2819.523287671278,5059.290410958777,27.558814626124427,30.731049540241347,19.254559076821874,f776c8d9-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,3,1
0,5450,1987,0,6820,0,0,0.04066705511916621,0.07885686297475104,0.1250975834782266,0.12258787192898814,0.10735301290353844,0.4314904195394013,0.6793445168731008,0.9001632267998709,0.506669805164573,0.5882789672724333,0.0,0.0007772820784927025,0.0008094993187542477,0.0,0.00019780732202978935,978.0054794521,1286.5342465755,1235.3315068494,2842.0876712329177,5055.424657534415,27.824990922540096,30.471229589919265,8.0,f876c8d9-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,4,1
0,5155,3274,0,6528,0,0,0.12363112811042823,0.19241196036992853,0.26702275230541833,0.18873516705856463,0.19523449624573347,1.3451084326657374,1.497275671766243,1.5122195105863807,0.46342409255338607,0.8885727958713471,0.002123296660801999,0.0016274735549821097,0.0016821129498379359,0.0,0.0008185838847813416,941.9315068491001,1228.8986301369,1188.9808219178,2755.5753424657737,4886.487671232674,28.080975886538692,19.8031227401514,7.695007731281126,88afee11-a9d0-ec11-a9f8-b88303911bc1,Sahel,10,0,1
0,5250,3301,0,6577,0,0,0.1224966428968208,0.18861520839506368,0.26070897759856576,0.19164946288539436,0.19484714281788523,1.3521022535178975,1.444581378510326,1.464806603310772,0.493913626729756,0.8934717744045508,0.0031689896671601428,0.002440171252276748,0.000851631728886608,0.00036157658852010055,0.0010232154983473329,946.6739726027001,1229.4219178080998,1174.2164383560998,2765.6657534246447,4886.556164383444,28.100868303475373,19.99231342959567,8.602275501366488,89afee11-a9d0-ec11-a9f8-b88303911bc1,Sahel,10,1,1
0,5217,3238,0,6555,0,0,0.11658144548026467,0.1834704109668163,0.2561699396262184,0.1844475110754033,0.1883644812845643,1.3608325811978697,1.4819795888786405,1.461738467164063,0.47228173588880373,0.8866202612750144,0.005190055613538688,0.0008093826595597456,0.0,0.0,0.0010247575904277968,963.3808219179,1235.5095890412,1178.04931506858,2737.7726027397057,4879.202739726186,28.028680859043675,19.140758721478818,1.8188882094454102,8aafee11-a9d0-ec11-a9f8-b88303911bc1,Sahel,10,2,1
0,5075,3447,0,6423,0,0,0.12218861797321502,0.19672320577407035,0.27046874454645226,0.18858551644898575,0.19585494219083904,1.3188180759397723,1.5694546650441294,1.622165617074483,0.46302579725794907,0.9071736054255222,0.003256341004859061,0.0016221753837949945,0.0016986028191244454,0.0,0.001031347924358383,921.2794520548,1232.9123287671,1177.4383561644001,2749.306849315075,4848.024657534275,28.283320024707102,17.634560615772653,7.103022241355735,8bafee11-a9d0-ec11-a9f8-b88303911bc1,Sahel,10,3,1
0,5204,3284,0,6602,0,0,0.11741368710750766,0.1908306063415093,0.26395914609084015,0.18340811189924028,0.19017691877232745,1.3159520396358027,1.4977160375377736,1.5337437510603642,0.4626090603247657,0.8894491157699859,0.0020971347385363333,0.0016306108128432326,0.0016762226679426582,0.0,0.0008161955672939509,953.6821917808,1226.5342465753,1193.1589041094999,2753.9452054795024,4900.786301369803,28.03141346622109,22.02037847386091,7.558590596922047,8cafee11-a9d0-ec11-a9f8-b88303911bc1,Sahel,10,4,1
0,5044,4820,0,6276,0,0,0.2491114853605467,0.3362302529169818,0.38089759994260475,0.20404430317087366,0.2536815571939745,2.814077077180722,2.213863037130781,1.3688100211324734,0.19295889747624936,0.9608570929989845,0.012918486992445117,0.0008282315986868431,0.0,0.0,0.002436662138054965,928.901369863,1207.3917808219,1145.5205479452102,2850.3479452054894,4924.769863013699,28.629568393711263,10.643817743338634,1.7472147001290579,79e3ea48-a9d0-ec11-a9f8-b88303911bc1,Sahel,100,0,1
0,5170,4591,0,6278,0,0,0.2396845380906069,0.3250742515875083,0.3725450418735897,0.20495306104076802,0.25046544330036824,2.758287456673227,2.2525653241489505,1.3720199870601872,0.2027540861324901,0.9531101062936506,0.01625709720170333,0.006686650315199835,0.002613371389521267,0.0,0.003650208965312315,922.6739726027,1196.4136986302,1147.9424657533998,2860.6082191780433,4931.224657534143,28.54485840023076,10.04815379783575,3.6733245934623553,7ae3ea48-a9d0-ec11-a9f8-b88303911bc1,Sahel,100,1,1
0,5141,4511,0,6175,0,0,0.26331780186560466,0.3509728514532803,0.39288269467417963,0.21081093464965145,0.26294124463242,2.867490843193593,2.278412371658745,1.3718532001647812,0.20034480085451686,0.9615879496854266,0.006673756781132674,0.003332230149179185,0.0,0.0,0.0012200312202571863,899.0438356165,1200.397260274,1148.81095890414,2870.0520547945166,4917.906849315157,28.79052676380822,9.789511559022031,3.2828406282738296,7be3ea48-a9d0-ec11-a9f8-b88303911bc1,Sahel,100,2,1
0,5122,4816,0,6343,0,0,0.25529297449565674,0.3458071333972345,0.3890607036646636,0.21179186861423402,0.26112333621062467,2.93708453687693,2.2258184532380523,1.3369010599669082,0.2001859216804162,0.9736297013925533,0.010845954867406702,0.0016697812719714824,0.0,0.0,0.002017049337293473,922.0027397261001,1197.7616438356001,1153.41369863012,2882.320547945196,4957.7369863014155,28.679405760692504,9.683917037076931,1.9742442264842037,7ce3ea48-a9d0-ec11-a9f8-b88303911bc1,Sahel,100,3,1
0,5090,4789,0,6302,0,0,0.25347379325125263,0.33944410504218964,0.3819872541729124,0.20855501353768346,0.2568868104408535,2.891151469925602,2.302804724907842,1.3986740760581364,0.20785061307768976,0.9845142202405276,0.016297358861006098,0.007544682418118167,0.002652352881628094,0.0,0.0036629301106271125,920.3945205478999,1192.8931506848999,1131.0712328766901,2862.632876712313,4914.098630136903,28.6882171844391,9.81445111287562,4.1316051804481555,7de3ea48-a9d0-ec11-a9f8-b88303911bc1,Sahel,100,4,1
0,5069,2599,0,6859,0,0,0.07030166173558605,0.1245152499738163,0.19751586400219917,0.16243261210196877,0.15243782815358833,0.7600469209374245,1.0024619748088286,1.2980963086665476,0.5705406255620014,0.7764299566189345,0.002005400814979921,0.0007807336226044171,0.0008512107251151417,0.0,0.0005917911267036497,997.3068493151001,1280.8465753425999,1174.7972602741,2897.2520547945605,5069.35616438376,27.945810848422678,23.3009963622895,7.593282029335271,25e064f2-a8d0-ec11-a9f8-b88303911bc1,Sahel,3,0,1
0,5360,2506,0,7092,0,0,0.06978320868233778,0.12376773301291696,0.18643457133421482,0.15585386951180688,0.1456278134278371,0.724844251982465,1.0010201690335878,1.2375081470196414,0.5241233646821021,0.7307863585375691,0.002922759062615509,0.000779004031967529,0.0,0.0,0.0005891854560901687,1026.4273972603,1283.690410959,1186.2547945206002,2879.0931506849074,5091.775342465808,27.795186220269713,23.466795382725458,3.2941557324843402,26e064f2-a8d0-ec11-a9f8-b88303911bc1,Sahel,3,1,1
0,5153,2635,0,7036,0,0,0.07133688320527333,0.12555068905635847,0.1933768391850619,0.15732076301551723,0.14838909358086894,0.803049092847266,1.053794284538274,1.2869640683485295,0.5373080917649958,0.7640656515225651,0.0019562705920283543,0.0023417650709174885,0.0016989625116715526,0.0,0.0007858736498667256,1022.3534246575,1281.0849315067999,1177.1890410959,2890.334246575369,5089.87671232877,27.88458368881557,24.526131964322538,8.875408829834319,27e064f2-a8d0-ec11-a9f8-b88303911bc1,Sahel,3,2,1
0,5184,2652,0,7017,0,0,0.07171049965555347,0.12106632293853099,0.18163385561900447,0.1600645422310806,0.14740658823656674,0.7770258479453346,1.02480330647737,1.255747524632409,0.5447158203485997,0.7569604219603301,0.0009860734073994454,0.0007763661430256492,0.0,0.0,0.00019738211940586886,1014.1232876712,1288.0520547945,1180.9698630137,2871.2219178082523,5066.3150684931525,27.89787503278443,23.264397030758083,3.0000000000000004,28e064f2-a8d0-ec11-a9f8-b88303911bc1,Sahel,3,3,1
0,5192,2514,0,6943,0,0,0.06900942950801202,0.11881827049856458,0.1809009794069254,0.15182787259234423,0.1419298751788353,0.7454707272063135,1.0118129923372379,1.2662834274358612,0.5114318801007787,0.7328202376562882,0.0029543093421864077,0.0015650626339140218,0.0017100383624508973,0.0,0.0009878946220746425,1015.4657534247001,1277.904109589,1169.5643835614999,2876.2383561644433,5061.268493150645,27.744328537488567,24.70785167453072,5.848856940069514,29e064f2-a8d0-ec11-a9f8-b88303911bc1,Sahel,3,4,1
0,5079,4158,0,6374,0,0,0.18765988283262575,0.28029747564679613,0.3436980082152957,0.2014624510157679,0.23250093473751662,2.12130871338791,2.024664124344671,1.537029908929539,0.3234150656403989,0.9544894148451045,0.003186743101452185,0.0016268895819115299,0.0,0.0,0.0006092485510640422,941.4000000001001,1229.3397260274,1165.88493150681,2816.813698630094,4924.098630137006,28.17167734196251,13.213307251830644,2.400105841443844,2baf0b30-a9d0-ec11-a9f8-b88303911bc1,Sahel,30,0,1
0,5125,3997,0,6355,0,0,0.18774861255144035,0.27622217636662244,0.3403707420967537,0.19972528164932601,0.23082503329787438,2.1151231445546403,1.931247272233053,1.4894238727006182,0.2965000059288136,0.9190966513474076,0.0032724958486617483,0.0008186720129631739,0.0,0.0,0.0006115080897399203,916.7315068493999,1221.4904109590002,1162.86575342467,2826.306849315088,4905.904109589158,28.441241333478125,13.060733364233402,2.8310778818017788,2caf0b30-a9d0-ec11-a9f8-b88303911bc1,Sahel,30,1,1
0,5191,3762,0,6303,0,0,0.1779764179024902,0.2629706911351931,0.32963210828441364,0.19650192875500455,0.2245392124254777,1.9967331176592629,1.9175263750630782,1.4768100081357087,0.3065472826260777,0.9021464038787873,0.0010810683106534675,0.0,0.0,0.0,0.000203690772115021,925.0109589041,1222.4082191781,1162.64109589049,2821.7506849314636,4909.402739726054,28.380653395329645,13.34802467270979,1.0,2daf0b30-a9d0-ec11-a9f8-b88303911bc1,Sahel,30,2,1
0,5115,4061,0,6192,0,0,0.181388200570124,0.273257483954915,0.34523463408522065,0.20032958552299557,0.2312113590409147,2.112244012560791,2.0133073081933865,1.5572739667544204,0.2968639124052672,0.9286719874201619,0.003345687409350188,0.0016381670392302038,0.0,0.0,0.0006136598985550657,896.6767123289001,1220.8767123288999,1159.0767123288501,2832.9479452055466,4888.701369863297,28.57806482490132,13.075609930586134,3.353412615006833,2eaf0b30-a9d0-ec11-a9f8-b88303911bc1,Sahel,30,3,1
0,5192,3982,0,6354,0,0,0.18107622282566974,0.2659186937956198,0.32940825339384217,0.1977249996871572,0.2258918225505227,2.1585608664665505,1.9813402356117467,1.4885418547629552,0.30005091988265425,0.9299857436399862,0.005404508913026321,0.002453165837564973,0.0008510816999279282,0.0,0.0012130248845027918,925.1534246575,1222.9095890410997,1174.97534246585,2846.1835616438084,4946.31232876716,28.32886101947247,13.312560246660503,4.1721215289349285,2faf0b30-a9d0-ec11-a9f8-b88303911bc1,Sahel,30,4,1
10513,1849,2060,0,6728,0,0,0.04335546540517324,0.0766031076928929,0.11661367714314923,0.13353190170381615,0.11190747749855819,0.4631732619634966,0.7693008711295777,1.0816833221816737,0.565324150130423,0.6707395917214841,0.0,0.0007826051805342289,0.001641401097827815,0.0003535485621446591,0.0005972747944707659,975.8767123286999,1277.7835616437,1218.4712328768,2828.465753424714,5022.813698630213,27.83512270315098,28.629048822670498,16.168353994352646,ab6dc0df-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,0,10
10961,1910,2067,0,6808,0,0,0.04100513960116956,0.06937552843514624,0.10810361894158704,0.13233018173626698,0.10860405634601232,0.49420852842954205,0.7489153711523839,1.051946392065729,0.5422086847643577,0.6566803215064049,0.0010189866680834784,0.000779308412945637,0.0,0.0,0.0001990543584837276,981.3671232877001,1283.1890410958,1220.5945205478001,2821.791780821867,5023.753424657367,27.73215300463027,30.179808443609403,6.0,ac6dc0df-a8d0-ec11-a9f8-b88303911bc1,Sahel,1,1,10
