"","baseline_eir","scenario_number","archetype","drug_type","Scenario","cost.CHW","cost.RDT","cost.drug","cost.ACT","cost.smc","cost.facility","cost.severe","cost.bednet","cost.iver","cost.prim","cost.CHW.d","cost.RDT.d","cost.drug.d","cost.facility.d","cost.severe.d","cost.d","cost.smc.ref","cost.smc.low","cost.low","cost","cases"
"26",1,50,"Southern","DP","Southern_50_1",969.548,735.552,2803.828,1057.356,0,14818.308,292.800002054855,8680,0,0,969.548,735.552,2803.828,14818.308,292.800002054855,29357.3920020549,0,0,29357.3920020549,29357.3920020549,2541.00000323112
"27",10,50,"Sahel","None","Sahel_50_10",0,514.848,0,740.094,8442.6525,10372.042,792.999996686742,8680,0,0,0,514.848,0,10372.042,792.999996686742,29542.6364966867,8396.56,8442.6525,29542.6364966867,29542.6364966867,5322.79999031387
"28",1,11,"Southern","ASAQ","Southern_11_1",746.068,8720.736,504.1,732.228,0,10261.804,219.599999407741,8680,0,0,746.068,8720.736,504.1,10261.804,219.599999407741,29864.5359994077,0,0,29864.5359994077,29864.5359994077,1826.19999827225
"29",10,42,"Central","None","Central_42_10",0,859.872,0,1236.066,0,17322.838,1939.79999297376,8680,0,0,0,859.872,0,17322.838,1939.79999297376,30038.5759929738,0,0,30038.5759929738,30038.5759929738,7367.39999394946
"30",1,1,"Southern","ASAQ","Southern_1_1",3855.4,659.328,2605,947.784,0,13282.712,243.999999064616,8680,0,0,3855.4,659.328,2605,13282.712,243.999999064616,30274.2239990646,0,0,30274.2239990646,30274.2239990646,2362.20000136242
"31",1,51,"Southern","DP","Southern_51_1",849.224,796.032,2455.864,1144.296,0,16036.728,378.199997495829,8680,0,0,849.224,796.032,2455.864,16036.728,378.199997495829,30340.3439974958,0,0,30340.3439974958,30340.3439974958,2972.80000186206
"32",1,9,"Southern","ASAQ","Southern_9_1",771.08,11854.08,521,558.348,0,7824.964,158.600001305647,8680,0,0,771.08,11854.08,521,7824.964,158.600001305647,30368.0720013056,0,0,30368.0720013056,30368.0720013056,1379.79999888169
"33",1,48,"Southern","DP","Southern_48_1",2767.304,487.392,8002.744,700.626,0,9818.918,109.799999844475,8680,0,0,2767.304,487.392,8002.744,9818.918,109.799999844475,30566.7839998445,0,0,30566.7839998445,30566.7839998445,1726.60000032163
"34",1,8,"Southern","ASAQ","Southern_8_1",383.468,2886.624,259.1,1202.946,0,16858.678,353.800000803758,8680,0,0,383.468,2886.624,259.1,16858.678,353.800000803758,30624.6160008038,0,0,30624.6160008038,30624.6160008038,3064.80000689091
"35",1,54,"Southern","DP","Southern_54_1",3411.992,382.272,9867.112,549.516,0,7701.188,134.20000102496,8680,0,0,3411.992,382.272,9867.112,7701.188,134.20000102496,30726.280001025,0,0,30726.280001025,30726.280001025,1276.19999973071
"36",1,39,"Southern","DP","Southern_39_1",3845.336,300.672,11120.296,432.216,0,6057.288,402.599998511619,8680,0,0,3845.336,300.672,11120.296,6057.288,402.599998511619,30838.4079985116,0,0,30838.4079985116,30838.4079985116,2268.79998718025
"37",1,0,"Southern","ASAQ","Southern_0_1",4429.048,640.896,2992.6,921.288,0,12911.384,268.399999621135,8680,0,0,4429.048,640.896,2992.6,12911.384,268.399999621135,30843.6159996211,0,0,30843.6159996211,30843.6159996211,2473.19999381295
"38",30,50,"Sahel","None","Sahel_50_30",0,580.032,0,833.796,8232.5325,11685.228,951.59999738977,8680,0,0,0,580.032,0,11685.228,951.59999738977,30963.1884973898,8213.9925,8232.5325,30963.1884973898,30963.1884973898,5246.79998052857
"39",30,42,"Central","None","Central_42_30",0,898.368,0,1291.404,0,18098.372,2147.20002119148,8680,0,0,0,898.368,0,18098.372,2147.20002119148,31115.3440211915,0,0,31115.3440211915,31115.3440211915,6862.80000817814
"40",1,21,"Southern","DP","Southern_21_1",664.076,11901.12,1920.436,531.576,0,7449.768,61.0000004371082,8680,0,0,664.076,11901.12,1920.436,7449.768,61.0000004371082,31207.9760004371,0,0,31207.9760004371,31207.9760004371,1405.3999988388
"41",1,2,"Southern","ASAQ","Southern_2_1",3175.044,765.984,2145.3,1101.102,0,15431.386,256.199999317408,8680,0,0,3175.044,765.984,2145.3,15431.386,256.199999317408,31555.0159993174,0,0,31555.0159993174,31555.0159993174,2642.99999838847
"42",3,38,"Southern","DP","Southern_38_3",3955.744,301.824,11439.584,433.872,0,6080.496,683.199995113587,8680,0,0,3955.744,301.824,11439.584,6080.496,683.199995113587,31574.7199951136,0,0,31574.7199951136,31574.7199951136,3157.20000117396
"43",1,24,"Southern","DP","Southern_24_1",3875.232,233.856,11206.752,336.168,0,4711.224,73.1999999660516,11160,0,0,3875.232,233.856,11206.752,4711.224,73.1999999660516,31596.4319999661,0,0,31596.4319999661,31596.4319999661,912.599999053154
"44",1,51,"Sahel","None","Sahel_51_1",0,633.312,0,910.386,8707.62,12758.598,305.00000054001,8680,0,0,0,633.312,0,12758.598,305.00000054001,31994.91600054,8654.06,8707.62,31994.91600054,31994.91600054,4061.00000110392
"45",1,23,"Southern","DP","Southern_23_1",651.644,8809.536,1884.484,789.912,0,11070.216,158.600000112782,8680,0,0,651.644,8809.536,1884.484,11070.216,158.600000112782,32044.3920001128,0,0,32044.3920001128,32044.3920001128,2056.79999424938
"46",1,10,"Southern","ASAQ","Southern_10_1",898.804,10434.912,607.3,761.484,0,10671.812,134.200000156238,8680,0,0,898.804,10434.912,607.3,10671.812,134.200000156238,32188.5120001562,0,0,32188.5120001562,32188.5120001562,1805.19999836616
"47",100,50,"Sahel","None","Sahel_50_100",0,641.76,0,922.53,7993.5725,12928.79,1122.40001071395,8680,0,0,0,641.76,0,12928.79,1122.40001071395,32289.0525107139,7984.045,7993.5725,32289.0525107139,32289.0525107139,5290.20000734592
"48",1,34,"Southern","DP","Southern_34_1",3849.48,358.656,11132.28,515.568,0,7225.424,85.4000020018848,8680,473.382,0,3849.48,358.656,11132.28,7225.424,85.4000020018848,32320.1900020019,0,0,32320.1900020019,32320.1900020019,1179.00000033416
"49",1,14,"Southern","DP","Southern_14_1",3157.136,500.256,9130.096,719.118,0,10078.074,195.200000604691,8680,0,0,3157.136,500.256,9130.096,10078.074,195.200000604691,32459.8800006047,0,0,32459.8800006047,32459.8800006047,1677.39999697492
"50",1,22,"Southern","DP","Southern_22_1",739.704,10483.2,2139.144,692.346,0,9702.878,109.800000421314,8680,0,0,739.704,10483.2,2139.144,9702.878,109.800000421314,32547.0720004213,0,0,32547.0720004213,32547.0720004213,1597.80000108587
"51",1,35,"Southern","DP","Southern_35_1",3859.1,359.136,11160.1,516.258,0,7235.094,85.3999996895584,8680,0,677.95,3859.1,359.136,11160.1,7235.094,85.3999996895584,32573.0379996896,0,0,32573.0379996896,32573.0379996896,1197.79999892625
"52",1,41,"Southern","DP","Southern_41_1",3833.348,399.072,11085.628,573.666,0,8039.638,36.6000006261601,8680,0,0,3833.348,399.072,11085.628,8039.638,36.6000006261601,32647.9520006262,0,0,32647.9520006262,32647.9520006262,1023.59999987679
"53",1,26,"Southern","DP","Southern_26_1",4257.22,327.744,12311.42,471.132,0,6602.676,85.4000019593834,8680,0,0,4257.22,327.744,12311.42,6602.676,85.4000019593834,32735.5920019594,0,0,32735.5920019594,32735.5920019594,1099.59999738747
"54",1,55,"Southern","DP","Southern_55_1",4257.22,327.744,12311.42,471.132,0,6602.676,85.4000019593834,8680,0,0,4257.22,327.744,12311.42,6602.676,85.4000019593834,32735.5920019594,0,0,32735.5920019594,32735.5920019594,1099.59999738747
"55",1,25,"Southern","DP","Southern_25_1",3865.316,395.616,11178.076,568.698,0,7970.014,121.999998772657,8680,0,0,3865.316,395.616,11178.076,7970.014,121.999998772657,32779.7199987727,0,0,32779.7199987727,32779.7199987727,1797.20000235912
"56",1,40,"Southern","DP","Southern_40_1",3865.316,395.616,11178.076,568.698,0,7970.014,121.999998772657,8680,0,0,3865.316,395.616,11178.076,7970.014,121.999998772657,32779.7199987727,0,0,32779.7199987727,32779.7199987727,1797.20000235912
"57",100,42,"Central","None","Central_42_100",0,986.976,0,1418.778,0,19883.454,2818.20001338898,8680,0,0,0,986.976,0,19883.454,2818.20001338898,33787.408013389,0,0,33787.408013389,33787.408013389,6682.00000192265
"58",1,36,"Southern","DP","Southern_36_1",3828.612,401.28,11071.932,576.84,0,8084.12,61.0000001078569,8680,470.8158,672.594,3828.612,401.28,11071.932,8084.12,61.0000001078569,33847.1938001079,0,0,33847.1938001079,33847.1938001079,1349.60000024312
"59",10,38,"Southern","DP","Southern_38_10",3820.324,417.792,11047.964,600.576,0,8416.768,1134.6000021259,8680,0,0,3820.324,417.792,11047.964,8416.768,1134.6000021259,34118.0240021259,0,0,34118.0240021259,34118.0240021259,3819.79999006584
"60",10,43,"Southern","None","Southern_43_10",0,1055.712,0,1517.586,0,21268.198,1610.40001928855,8680,0,0,0,1055.712,0,21268.198,1610.40001928855,34131.8960192885,0,0,34131.8960192885,34131.8960192885,5150.20001583153
"61",1,13,"Southern","DP","Southern_13_1",3826.392,487.584,11065.512,700.902,0,9822.786,97.6000014341565,8680,0,0,3826.392,487.584,11065.512,9822.786,97.6000014341565,34680.7760014342,0,0,34680.7760014342,34680.7760014342,1855.00000196366
"62",1,47,"Southern","DP","Southern_47_1",3603.652,531.84,10421.372,764.52,0,10714.36,122.000000148294,8680,0,0,3603.652,531.84,10421.372,10714.36,122.000000148294,34837.7440001483,0,0,34837.7440001483,34837.7440001483,1974.59999866145
"63",1,12,"Southern","DP","Southern_12_1",4434.228,437.664,12823.308,629.142,0,8817.106,146.400000633784,8680,0,0,4434.228,437.664,12823.308,8817.106,146.400000633784,35967.8480006338,0,0,35967.8480006338,35967.8480006338,1665.00000266854
"64",1,46,"Southern","DP","Southern_46_1",4434.228,437.664,12823.308,629.142,0,8817.106,146.400000633784,8680,0,0,4434.228,437.664,12823.308,8817.106,146.400000633784,35967.8480006338,0,0,35967.8480006338,35967.8480006338,1665.00000266854
"65",3,44,"Southern","None","Southern_44_3",0,1188.96,0,1709.13,0,23952.59,744.20000085295,8680,0,0,0,1188.96,0,23952.59,744.20000085295,36274.880000853,0,0,36274.880000853,36274.880000853,4248.40000228567
"66",3,51,"Sahel","None","Sahel_51_3",0,823.488,0,1183.764,8954.5625,16589.852,414.800002623247,8680,0,0,0,823.488,0,16589.852,414.800002623247,36646.4665026232,8923.92,8954.5625,36646.4665026232,36646.4665026232,4743.7999926
"67",3,38,"Central","DP","Central_38_3",3789.096,554.208,10957.656,796.674,0,11164.982,805.199997253245,8680,0,0,3789.096,554.208,10957.656,11164.982,805.199997253245,36747.8159972532,0,0,36747.8159972532,36747.8159972532,5320.79998707001
"68",1,38,"Central","DP","Central_38_1",3899.652,533.184,11277.372,766.452,0,10741.436,878.399999458995,8680,0,0,3899.652,533.184,11277.372,10741.436,878.399999458995,36776.495999459,0,0,36776.495999459,36776.495999459,5539.39999244137
"69",1,52,"Sahel","None","Sahel_52_1",0,863.616,0,1241.448,8670.2825,17398.264,305.000002200732,8680,0,0,0,863.616,0,17398.264,305.000002200732,37158.6105022007,8654.06,8670.2825,37158.6105022007,37158.6105022007,3885.00000471009
"70",30,38,"Southern","DP","Southern_38_30",3888.7,523.008,11245.7,751.824,0,10536.432,1707.99999425802,8680,0,0,3888.7,523.008,11245.7,10536.432,1707.99999425802,37333.663994258,0,0,37333.663994258,37333.663994258,4360.99998757806
"71",1,32,"Southern","DP","Southern_32_1",3138.34,732.768,9075.74,1053.354,0,14762.222,268.400001207163,8680,0,0,3138.34,732.768,9075.74,14762.222,268.400001207163,37710.8240012072,0,0,37710.8240012072,37710.8240012072,2806.19999995353
"72",3,39,"Southern","DP","Southern_39_3",3973.652,584.64,11491.372,840.42,0,11778.06,536.799999406456,8680,0,0,3973.652,584.64,11491.372,11778.06,536.799999406456,37884.9439994065,0,0,37884.9439994065,37884.9439994065,3146.40000519762
"73",1,46,"Sahel","DP","Sahel_46_1",3973.652,224.352,11491.372,322.506,8666.6775,4519.758,280.599996961969,8680,0,0,3973.652,224.352,11491.372,4519.758,280.599996961969,38158.917496962,8654.06,8666.6775,38158.917496962,38158.917496962,2895.7999971911
"74",1,5,"Southern","ASAQ","Southern_5_1",12592.58,373.92,8508.5,537.51,0,7532.93,85.3999991791592,8680,0,0,12592.58,373.92,8508.5,7532.93,85.3999991791592,38310.8399991792,0,0,38310.8399991792,38310.8399991792,1119.20000107025
"75",3,46,"Sahel","DP","Sahel_46_3",3849.332,296.448,11131.852,426.144,8966.9225,5972.192,219.59999824609,8680,0,0,3849.332,296.448,11131.852,5972.192,219.59999824609,39542.4904982461,8923.92,8966.9225,39542.4904982461,39542.4904982461,3505.20000469505
"76",10,51,"Sahel","None","Sahel_51_10",0,1000.896,0,1438.788,8275.535,20163.884,683.199998632747,8680,0,0,0,1000.896,0,20163.884,683.199998632747,40242.3029986327,8396.56,8275.535,40242.3029986327,40242.3029986327,5286.80000565433
"77",10,46,"Sahel","DP","Sahel_46_10",3846.076,355.296,11122.436,510.738,8450.3775,7157.734,451.399999257308,8680,0,0,3846.076,355.296,11122.436,7157.734,451.399999257308,40574.0574992573,8396.56,8450.3775,40574.0574992573,40574.0574992573,3804.59999187607
"78",100,38,"Southern","DP","Southern_38_100",4029.596,622.656,11653.156,895.068,0,12543.924,2232.59999370703,8680,0,0,4029.596,622.656,11653.156,12543.924,2232.59999370703,40656.999993707,0,0,40656.999993707,40656.999993707,4566.80000038822
"79",10,38,"Central","DP","Central_38_10",4038.328,664.512,11678.408,955.236,0,13387.148,1354.20000750524,8680,0,0,4038.328,664.512,11678.408,13387.148,1354.20000750524,40757.8320075052,0,0,40757.8320075052,40757.8320075052,5371.80001025034
"80",1,43,"Central","None","Central_43_1",0,1371.264,0,1971.192,0,27625.256,1317.59999801607,8680,0,0,0,1371.264,0,27625.256,1317.59999801607,40965.3119980161,0,0,40965.3119980161,40965.3119980161,7323.9999694052
"81",1,3,"Southern","ASAQ","Southern_3_1",17658.768,121.44,11931.6,174.57,0,2446.51,48.7999994028218,8680,0,0,17658.768,121.44,11931.6,2446.51,48.7999994028218,41061.6879994028,0,0,41061.6879994028,41061.6879994028,437.199997435074
"82",1,31,"Sahel","None","Sahel_31_1",0,929.952,0,1336.806,8649.6825,18734.658,365.999998235527,11160,0,0,0,929.952,0,18734.658,365.999998235527,41177.0984982355,8654.06,8649.6825,41177.0984982355,41177.0984982355,3515.39999018471
"83",30,43,"Southern","None","Southern_43_30",0,1367.04,0,1965.12,0,27540.16,1659.19999995616,8680,0,0,0,1367.04,0,27540.16,1659.19999995616,41211.5199999562,0,0,41211.5199999562,41211.5199999562,5952.99999574677
"84",30,46,"Sahel","DP","Sahel_46_30",3786.284,426.528,10949.524,613.134,8299.225,8592.762,500.200000549236,8680,0,0,3786.284,426.528,10949.524,8592.762,500.200000549236,41847.6570005492,8213.9925,8299.225,41847.6570005492,41847.6570005492,3732.00000478253
"85",3,31,"Southern","None","Southern_31_3",0,1356.192,0,1949.526,0,27321.618,439.199999668737,11160,0,0,0,1356.192,0,27321.618,439.199999668737,42226.5359996687,0,0,42226.5359996687,42226.5359996687,4059.80000107239
"86",30,38,"Central","DP","Central_38_30",3968.176,739.392,11475.536,1062.876,0,14895.668,1781.19998965939,8680,0,0,3968.176,739.392,11475.536,14895.668,1781.19998965939,42602.8479896594,0,0,42602.8479896594,42602.8479896594,5146.80000361777
"87",100,46,"Sahel","DP","Sahel_46_100",3776.516,466.944,10921.276,671.232,7974.0025,9406.976,732.000001437653,8680,0,0,3776.516,466.944,10921.276,9406.976,732.000001437653,42628.9465014377,7984.045,7974.0025,42628.9465014377,42628.9465014377,3718.20000925296
"88",3,43,"Central","None","Central_43_3",0,1450.752,0,2085.456,0,29226.608,1195.59999894943,8680,0,0,0,1450.752,0,29226.608,1195.59999894943,42638.4159989494,0,0,42638.4159989494,42638.4159989494,7242.20002188626
"89",1,4,"Southern","ASAQ","Southern_4_1",15299.5,368.16,10337.5,529.23,0,7416.89,85.399999784669,8680,0,0,15299.5,368.16,10337.5,7416.89,85.399999784669,42716.6799997847,0,0,42716.6799997847,42716.6799997847,1309.80000291194
"90",1,47,"Sahel","DP","Sahel_47_1",3965.66,435.264,11468.26,625.692,8813.71,8768.756,170.799999724441,8680,0,0,3965.66,435.264,11468.26,8768.756,170.799999724441,42928.1419997244,8654.06,8813.71,42928.1419997244,42928.1419997244,2886.59999199193
"91",1,30,"Sahel","None","Sahel_30_1",0,1122.048,0,1612.944,8654.06,22604.592,268.400000230954,8680,0,0,0,1122.048,0,22604.592,268.400000230954,42942.044000231,8654.06,8654.06,42942.044000231,42942.044000231,3754.00000968957
"92",10,39,"Southern","DP","Southern_39_10",3845.632,819.936,11121.152,1178.658,0,16518.294,841.799999683215,8680,0,0,3845.632,819.936,11121.152,16518.294,841.799999683215,43005.4719996832,0,0,43005.4719996832,43005.4719996832,3893.99999133405
"93",3,25,"Southern","DP","Southern_25_3",3962.7,825.792,11459.7,1187.076,0,16636.268,524.599996456359,8680,0,0,3962.7,825.792,11459.7,16636.268,524.599996456359,43276.1359964564,0,0,43276.1359964564,43276.1359964564,2974.19999806763
"94",3,40,"Southern","DP","Southern_40_3",3962.7,825.792,11459.7,1187.076,0,16636.268,524.599996456359,8680,0,0,3962.7,825.792,11459.7,16636.268,524.599996456359,43276.1359964564,0,0,43276.1359964564,43276.1359964564,2974.19999806763
"95",1,19,"Sahel","DP","Sahel_19_1",637.14,3504.672,1842.54,1321.764,8602.3025,18523.852,244.000000621823,8680,0,0,637.14,3504.672,1842.54,18523.852,244.000000621823,43356.2705006218,8654.06,8602.3025,43356.2705006218,43356.2705006218,3055.3999997493
"96",3,30,"Southern","None","Southern_30_3",0,1524.96,0,2192.13,0,30721.59,536.799999939893,8680,0,0,0,1524.96,0,30721.59,536.799999939893,43655.4799999399,0,0,43655.4799999399,43655.4799999399,4203.80000150232
"97",3,50,"Southern","DP","Southern_50_3",999.444,1358.592,2890.284,1952.976,0,27369.968,475.799999902802,8680,0,0,999.444,1358.592,2890.284,27369.968,475.799999902802,43727.0639999028,0,0,43727.0639999028,43727.0639999028,3639.40000758481
"98",1,18,"Sahel","DP","Sahel_18_1",731.12,3888,2114.32,1298.58,8677.75,18198.94,195.200000895063,8680,0,0,731.12,3888,2114.32,18198.94,195.200000895063,43783.9100008951,8654.06,8677.75,43783.9100008951,43783.9100008951,2953.19999478621
"99",1,20,"Sahel","DP","Sahel_20_1",539.904,3123.744,1561.344,1398.492,8734.1425,19599.156,170.800001459384,8680,0,0,539.904,3123.744,1561.344,19599.156,170.800001459384,43807.5825014594,8654.06,8734.1425,43807.5825014594,43807.5825014594,3285.19999507108
"100",1,0,"Sahel","SPAQ","Sahel_0_1",4592.144,869.088,2171.96,1249.314,8641.9575,17508.502,97.5999979166191,8680,0,0,4592.144,869.088,2171.96,17508.502,97.5999979166191,43810.5654979166,8654.06,8641.9575,43810.5654979166,43810.5654979166,3010.59999589942
"101",3,49,"Southern","DP","Southern_49_3",1930.66,1221.216,5583.26,1755.498,0,24602.414,256.200001172369,8680,0,0,1930.66,1221.216,5583.26,24602.414,256.200001172369,44029.2480011724,0,0,44029.2480011724,44029.2480011724,3293.20000080652
"102",3,19,"Southern","DP","Southern_19_3",885.336,3853.44,2560.296,1854.306,0,25987.158,366.000003388278,8680,0,0,885.336,3853.44,2560.296,25987.158,366.000003388278,44186.5360033883,0,0,44186.5360033883,44186.5360033883,3391.79999967526
"103",30,51,"Sahel","None","Sahel_51_30",0,1171.968,0,1684.704,8298.195,23610.272,817.4000009637,8680,0,0,0,1171.968,0,23610.272,817.4000009637,44262.5390009637,8213.9925,8298.195,44262.5390009637,44262.5390009637,5454.00001992075
"104",3,18,"Southern","DP","Southern_18_3",1001.368,4217.376,2895.848,1813.734,0,25418.562,634.399996400108,8680,0,0,1001.368,4217.376,2895.848,25418.562,634.399996400108,44661.2879964001,0,0,44661.2879964001,44661.2879964001,3344.99999905528
"105",1,35,"Sahel","None","Sahel_35_1",0,986.4,0,1417.95,13462.615,19871.85,280.600000699156,8680,0,0,0,986.4,0,19871.85,280.600000699156,44699.4150006992,8654.06,27888.28,59125.0800006992,44699.4150006992,3397.0000008785
"106",1,34,"Sahel","DP","Sahel_34_1",3964.772,898.368,11465.692,1291.404,0,18098.372,341.599999935668,8680,0,0,3964.772,898.368,11465.692,18098.372,341.599999935668,44740.2079999357,8654.06,0,44740.2079999357,44740.2079999357,2926.4000013298
"107",1,38,"Sahel","DP","Sahel_38_1",3964.772,898.368,11465.692,1291.404,0,18098.372,341.599999935668,8680,0,0,3964.772,898.368,11465.692,18098.372,341.599999935668,44740.2079999357,8654.06,0,44740.2079999357,44740.2079999357,2926.4000013298
"108",1,36,"Sahel","None","Sahel_36_1",0,757.632,0,1089.096,18920.585,15263.128,109.799999156271,8680,0,0,0,757.632,0,15263.128,109.799999156271,44820.2409991563,8654.06,49720.16,75619.8159991563,44820.2409991563,2577.1999963025
"109",1,1,"Sahel","SPAQ","Sahel_1_1",3981.2,953.472,1883,1370.616,8780.75,19208.488,97.5999999327714,8680,0,0,3981.2,953.472,1883,19208.488,97.5999999327714,44955.1259999328,8654.06,8780.75,44955.1259999328,44955.1259999328,3117.7999972209
"110",1,40,"Sahel","DP","Sahel_40_1",3969.212,892.992,11478.532,1283.676,0,17990.068,207.400000525895,8680,488.1058,0,3969.212,892.992,11478.532,17990.068,207.400000525895,44989.9858005259,8654.06,0,44989.9858005259,44989.9858005259,2764.99999512686
