iptsc_rdts_used,iptsc_drugs_used,cases_treated,severe_cases_treated,received_smc,received_ivermectin,received_primaquine,pfpr0_5,pfpr2_10,pfpr6_15,pfpr16_500,pfpr_all,clinical_incidence0_5,clinical_incidence2_10,clinical_incidence6_15,clinical_incidence16_500,clinical_incidence_all,severe_incidence0_5,severe_incidence2_10,severe_incidence6_15,severe_incidence16_500,severe_incidence_all,pop0_5,pop2_10,pop6_15,pop16_500,pop_all,avg_age,avg_age_clinical_cases,avg_age_severe_cases,sim_id,archetype,baseline_eir,Run_Number,scenario_number
0,5913,4531,0,0,0,0,0.10834424210617799,0.18696981107003607,0.259445919082599,0.2119719092706137,0.20416322021588473,1.687008181467244,2.047764081866184,2.2220345527229672,0.7726883777544304,1.2919605949706605,0.006530354245828848,0.005659040077722,0.004194100718151063,0.0003528257448536929,0.0024265968430921127,918.7863013696999,1236.9589041095,1192.15068493156,2834.260273972621,4945.197260273881,28.679190048516126,20.07893133606286,9.045620774965764,994b17a4-a7d0-ec11-a9f8-b88303911bc1,Central,1,0,0
0,6039,4247,0,0,0,0,0.10941519315889549,0.18420351042812882,0.2592708635882303,0.20784076910070337,0.2015191698212826,1.7615177141543041,2.096160923537268,2.158661826758816,0.7490615742961936,1.2805044481842844,0.004229334278405249,0.0031905037345031453,0.0008347493757393865,0.0003526655204144343,0.0012049916543921083,945.7753424658,1253.7205479452002,1197.96438356156,2835.5479452054597,4979.287671232821,28.396654635090965,20.09718530055559,8.47756189671082,9a4b17a4-a7d0-ec11-a9f8-b88303911bc1,Central,1,1,0
0,6026,4338,0,0,0,0,0.1072755458174851,0.19292795377643523,0.26289536541643904,0.2055030011634195,0.20056155101533524,1.6405702208624413,2.0768501946076654,2.1753980337641368,0.7514099024256772,1.2621788023167315,0.007375717116407783,0.006419938811309546,0.003346766228535904,0.00035211336683763436,0.002407589537896514,949.0602739726,1246.1178082192,1195.1835616439,2839.994520547927,4984.238356164427,28.406248299433422,20.970382281951583,8.395708322580731,9b4b17a4-a7d0-ec11-a9f8-b88303911bc1,Central,1,2,0
0,6074,4443,0,0,0,0,0.11035160509047379,0.19507280262645207,0.265332023629762,0.2124897818822044,0.20584148312025327,1.6948016444273761,2.0950367214651395,2.1980987423542055,0.7674851107371848,1.2850263115724876,0.008489926838880559,0.008020814460643615,0.002513070210061586,0.00035060990350193477,0.0024056654691561744,942.2931506848,1246.7561643835002,1193.75890410966,2852.1726027397376,4988.224657534197,28.593237663275573,20.818128140211297,8.172196829734645,9c4b17a4-a7d0-ec11-a9f8-b88303911bc1,Central,1,3,0
0,6048,4385,0,0,0,0,0.10093075487682603,0.17981250163668686,0.25069192250468886,0.20353518298848047,0.19489993117897808,1.59743936077157,2.012006706088655,2.1121748604145854,0.7174027818078308,1.2211228635404885,0.00410916878511487,0.002389556645509599,0.0016683845366123348,0.0,0.0011952262893396859,973.4328767124,1255.4630136986,1198.76438356158,2847.772602739728,5019.969863013706,28.47414245241877,22.110264290753236,5.5486799839362515,9d4b17a4-a7d0-ec11-a9f8-b88303911bc1,Central,1,4,0
0,6233,6886,0,0,0,0,0.21763204398193897,0.3195929660182694,0.38766007759590054,0.21318741497717536,0.25677389775283477,3.1820145292035393,3.189118851096092,2.4322699403011945,0.3944720406000857,1.43334910053022,0.022523912497816382,0.011616508676339482,0.002429031262573394,0.0,0.004956941184695781,976.7397260274,1291.2657534247,1235.0602739726,2831.632876712356,5043.432876712358,28.119902023681554,13.509315247642254,4.025668897175799,3e1ccadc-a7d0-ec11-a9f8-b88303911bc1,Central,10,0,0
0,6307,6687,0,0,0,0,0.21897710894565725,0.3232891769477207,0.3892885886940696,0.21477912290854148,0.2578582994142,3.1878216317471098,3.214193213576576,2.4848259549808827,0.4060458284103798,1.4489048274822147,0.016217852486382113,0.009222936042948946,0.004057521115534235,0.0,0.004127374041954397,986.5671232877,1301.104109589,1232.2794520547998,2869.1342465753614,5087.980821917862,28.220402851091926,14.090146294715742,4.851693354321466,3f1ccadc-a7d0-ec11-a9f8-b88303911bc1,Central,10,1,0
0,6327,6246,0,0,0,0,0.21885909829359568,0.3214699284264441,0.387001721108927,0.21325862886713517,0.25679317945300917,3.1856701577495494,3.173133203482398,2.3824522862186104,0.3969028247478106,1.4106314828439999,0.01261651549342273,0.0062386497515028805,0.002444376450708665,0.0,0.0029877820017394246,951.1342465754,1282.3287671232001,1227.306849315,2842.0054794520556,5020.4465753424565,28.40901344256329,12.800464400839514,3.918487830471368,401ccadc-a7d0-ec11-a9f8-b88303911bc1,Central,10,2,0
0,6270,6581,0,0,0,0,0.2158039824804391,0.3207242640344262,0.3844628157977829,0.2132996142438454,0.25554244611341725,3.1442004794979885,3.140898503349379,2.4047436739148442,0.3940878389024947,1.4176641070934153,0.008172060963563698,0.004650886236464219,0.002434772530198261,0.0,0.002177975568859591,978.9452054794999,1290.0767123289,1232.1479452056,2839.468493150692,5050.561643835793,28.217552910159874,14.243536710982523,4.867830462103432,411ccadc-a7d0-ec11-a9f8-b88303911bc1,Central,10,3,0
0,6219,6451,0,0,0,0,0.2182987929856682,0.32517126585413997,0.3891097677916409,0.21660757923846352,0.2590841946566219,3.0953512910460432,3.142403058029602,2.4240377981878867,0.40345704592657927,1.411325155626995,0.01454680019716627,0.00772468793349466,0.003248291832545642,0.0,0.0035719702859697048,962.4109589043,1294.5506849316,1231.4164383561001,2845.408219178116,5039.235616438517,28.259018953189035,13.312383334343481,4.256511666772653,421ccadc-a7d0-ec11-a9f8-b88303911bc1,Central,10,4,0
